               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,            0.032074,            0.029665,           0.0073036,             0.73961,             0.45673,             0.52176,             0.33941,            0.029899,            0.026398,           0.0077569,            0.005248,            0.005248,            0.005248
                  26,            0.031568,            0.029254,           0.0073098,             0.75302,             0.45992,             0.53251,             0.34135,            0.029887,            0.026409,           0.0078453,             0.00505,             0.00505,             0.00505
                  27,            0.031823,            0.029781,           0.0074056,             0.76531,               0.445,             0.53198,             0.34419,            0.029907,            0.026378,           0.0077795,            0.004852,            0.004852,            0.004852
                  28,            0.031351,            0.028946,           0.0072288,              0.7458,             0.46381,             0.53424,             0.34721,            0.029681,            0.026283,            0.007709,            0.004654,            0.004654,            0.004654
                  29,            0.031265,            0.029235,           0.0070579,             0.73496,             0.47022,             0.54747,             0.35392,            0.029364,            0.026218,           0.0076293,            0.004456,            0.004456,            0.004456
                  30,            0.030655,            0.029054,           0.0069465,             0.63852,             0.50845,             0.54992,             0.35591,            0.029422,            0.026182,           0.0074561,            0.004258,            0.004258,            0.004258
                  31,            0.030537,            0.028785,           0.0066658,             0.63841,             0.50762,             0.54584,             0.35601,            0.029403,            0.026304,           0.0074822,             0.00406,             0.00406,             0.00406
                  32,            0.030335,            0.028926,           0.0064347,               0.742,             0.48229,              0.5611,             0.36656,            0.029154,            0.025976,            0.007438,            0.003862,            0.003862,            0.003862
                  33,            0.030213,            0.028462,           0.0065212,             0.66063,             0.51363,             0.55999,             0.36651,            0.029047,            0.026088,            0.007232,            0.003664,            0.003664,            0.003664
                  34,            0.029793,            0.028372,            0.006639,             0.65475,             0.49868,              0.5523,             0.36237,            0.029078,            0.026157,           0.0073672,            0.003466,            0.003466,            0.003466
                  35,            0.029823,            0.028331,           0.0065909,             0.69621,              0.5035,             0.56462,             0.36922,            0.028884,            0.026001,           0.0073373,            0.003268,            0.003268,            0.003268
                  36,            0.029717,            0.028243,           0.0063361,             0.73376,             0.48641,             0.57205,               0.377,            0.028768,             0.02599,           0.0071798,             0.00307,             0.00307,             0.00307
                  37,            0.029306,            0.027855,           0.0060898,             0.69839,             0.49931,             0.56847,             0.37344,            0.028787,            0.025902,           0.0070179,            0.002872,            0.002872,            0.002872
                  38,            0.028994,            0.027468,            0.005971,             0.66302,             0.52171,             0.57357,             0.37829,            0.028764,            0.025952,           0.0072377,            0.002674,            0.002674,            0.002674
                  39,             0.02893,             0.02773,           0.0060907,             0.65505,             0.51845,             0.56687,             0.37477,            0.028694,            0.025912,           0.0072541,            0.002476,            0.002476,            0.002476
                  40,            0.028949,            0.027794,           0.0058331,             0.66962,             0.50734,              0.5663,             0.37419,            0.028515,            0.025825,           0.0073115,            0.002278,            0.002278,            0.002278
                  41,            0.028651,            0.027225,           0.0057964,             0.67956,             0.50412,             0.57812,             0.38162,            0.028499,            0.025775,           0.0071013,             0.00208,             0.00208,             0.00208
                  42,            0.028443,            0.027045,           0.0055271,             0.73067,             0.51367,              0.5892,             0.39203,            0.028437,            0.025733,           0.0069633,            0.001882,            0.001882,            0.001882
                  43,             0.02831,            0.026728,           0.0056486,             0.73735,             0.50397,              0.5899,             0.39146,            0.028467,            0.025883,           0.0071382,            0.001684,            0.001684,            0.001684
                  44,            0.028096,            0.027254,           0.0054434,             0.69083,             0.54282,             0.59301,             0.39273,            0.028346,            0.025751,           0.0070118,            0.001486,            0.001486,            0.001486
                  45,            0.028176,            0.026797,           0.0057361,             0.68208,             0.54429,              0.6019,             0.40357,            0.028265,            0.025682,           0.0069354,            0.001288,            0.001288,            0.001288
                  46,             0.02778,            0.026442,           0.0052969,             0.71122,             0.51982,             0.58837,             0.39115,            0.028234,            0.025712,           0.0070679,             0.00109,             0.00109,             0.00109
                  47,            0.027816,            0.026606,            0.005471,             0.72546,             0.52377,               0.595,             0.39751,            0.028193,            0.025675,           0.0070653,            0.000892,            0.000892,            0.000892
                  48,            0.027864,            0.026617,           0.0053388,             0.77612,             0.51284,              0.5974,             0.39985,            0.028105,             0.02559,           0.0069762,            0.000694,            0.000694,            0.000694
                  49,            0.027763,            0.026323,           0.0053153,             0.69816,             0.52815,             0.59211,             0.39589,            0.028085,            0.025554,           0.0070142,            0.000496,            0.000496,            0.000496
