               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.028822,            0.027548,           0.0058389,             0.69782,             0.53532,             0.58976,              0.3925,             0.02874,            0.025981,           0.0073082,            0.002476,            0.002476,            0.002476
                  40,            0.028849,            0.027627,           0.0056235,             0.66887,             0.55031,             0.59026,             0.39091,            0.028464,            0.025839,           0.0072956,            0.002278,            0.002278,            0.002278
                  41,             0.02853,            0.027052,           0.0055011,             0.71553,             0.52066,             0.59967,             0.40298,            0.028394,            0.025714,            0.007157,             0.00208,             0.00208,             0.00208
                  42,              0.0283,            0.026925,           0.0054043,             0.77275,             0.50906,             0.60162,             0.40531,            0.028423,            0.025862,           0.0071544,            0.001882,            0.001882,            0.001882
                  43,             0.02822,            0.026705,            0.005433,             0.69193,             0.54197,             0.59908,             0.40537,            0.028376,            0.025862,           0.0071973,            0.001684,            0.001684,            0.001684
                  44,            0.028031,            0.027176,           0.0051847,             0.69595,             0.54005,             0.61103,             0.40975,             0.02826,            0.025761,           0.0069768,            0.001486,            0.001486,            0.001486
                  45,             0.02809,            0.026724,           0.0055043,             0.71927,             0.55429,             0.61712,             0.41835,            0.028206,            0.025672,           0.0069413,            0.001288,            0.001288,            0.001288
                  46,            0.027666,            0.026371,           0.0050239,             0.64969,             0.57924,             0.61132,             0.41448,            0.028175,            0.025677,           0.0069448,             0.00109,             0.00109,             0.00109
                  47,            0.027706,             0.02645,           0.0052802,             0.65783,             0.58022,             0.61434,             0.41349,            0.028171,            0.025741,           0.0070039,            0.000892,            0.000892,            0.000892
                  48,            0.027753,             0.02649,           0.0051549,             0.67482,             0.57491,             0.61386,             0.41611,            0.028088,            0.025662,           0.0070294,            0.000694,            0.000694,            0.000694
                  49,             0.02761,            0.026189,           0.0050557,             0.69104,             0.57163,             0.61788,             0.41923,            0.028046,            0.025587,           0.0069837,            0.000496,            0.000496,            0.000496
