               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.033201,            0.030397,           0.0078723,             0.71295,              0.4588,             0.51567,             0.32923,            0.030436,            0.026906,           0.0077465,             0.00604,             0.00604,             0.00604
                  22,            0.032997,              0.0305,           0.0075756,             0.75059,             0.45065,             0.52046,             0.32777,            0.030591,            0.026941,           0.0080223,            0.005842,            0.005842,            0.005842
                  23,            0.032859,            0.030186,           0.0077313,             0.78397,              0.4394,             0.52319,             0.33823,             0.03018,              0.0268,           0.0075633,            0.005644,            0.005644,            0.005644
                  24,            0.032506,            0.029874,           0.0073761,             0.75458,             0.45364,             0.53177,             0.33823,            0.030122,            0.026846,           0.0076111,            0.005446,            0.005446,            0.005446
                  25,            0.032096,            0.029638,            0.007149,             0.60811,             0.48217,             0.54049,             0.34946,            0.029967,            0.026479,           0.0075503,            0.005248,            0.005248,            0.005248
                  26,            0.031679,            0.029241,           0.0071538,             0.76622,             0.45529,             0.54417,             0.34688,            0.029793,            0.026487,           0.0076788,             0.00505,             0.00505,             0.00505
                  27,            0.031802,            0.029812,            0.007263,             0.62348,             0.51858,              0.5617,             0.36587,            0.029803,            0.026445,           0.0076986,            0.004852,            0.004852,            0.004852
                  28,            0.031261,            0.028946,           0.0069927,             0.62958,             0.53161,             0.55997,             0.36411,            0.029575,            0.026425,           0.0074809,            0.004654,            0.004654,            0.004654
                  29,             0.03127,            0.029243,           0.0068482,             0.69612,             0.51274,             0.56966,              0.3707,            0.029561,            0.026464,           0.0077443,            0.004456,            0.004456,            0.004456
                  30,            0.030697,            0.029147,           0.0067559,             0.70717,             0.52513,             0.58105,             0.37775,            0.029418,            0.026296,           0.0074438,            0.004258,            0.004258,            0.004258
                  31,            0.030501,            0.028784,           0.0064852,             0.68844,             0.50826,             0.56351,             0.36482,            0.029462,            0.026586,           0.0075527,             0.00406,             0.00406,             0.00406
                  32,            0.030379,            0.028943,           0.0063584,             0.64876,             0.52995,             0.57913,             0.38097,            0.029141,            0.026192,           0.0074494,            0.003862,            0.003862,            0.003862
                  33,            0.030227,             0.02847,           0.0062926,             0.66138,             0.51939,             0.57474,             0.37909,            0.029047,             0.02618,            0.007503,            0.003664,            0.003664,            0.003664
                  34,            0.029842,            0.028392,           0.0064419,              0.7223,             0.53105,             0.59074,             0.39219,            0.029073,            0.026109,           0.0073339,            0.003466,            0.003466,            0.003466
                  35,             0.02982,            0.028307,           0.0063272,             0.63537,             0.54953,              0.5888,             0.38916,            0.028901,            0.026149,           0.0073339,            0.003268,            0.003268,            0.003268
                  36,            0.029825,            0.028363,           0.0061991,              0.7116,             0.51552,             0.59939,             0.39166,            0.028827,            0.026016,           0.0072474,             0.00307,             0.00307,             0.00307
                  37,            0.029385,            0.027972,           0.0059922,             0.75281,             0.54193,             0.62014,             0.41362,             0.02876,            0.025917,           0.0069918,            0.002872,            0.002872,            0.002872
                  38,             0.02905,            0.027544,           0.0058493,             0.67243,             0.53746,             0.59242,             0.39436,            0.028707,             0.02604,           0.0072667,            0.002674,            0.002674,            0.002674
                  39,               0.029,            0.027754,            0.005933,             0.72152,             0.52263,             0.60082,             0.39938,            0.028581,            0.025951,            0.007209,            0.002476,            0.002476,            0.002476
                  40,             0.02901,            0.027873,           0.0057191,             0.72349,             0.54342,             0.61357,               0.411,            0.028428,             0.02576,           0.0073216,            0.002278,            0.002278,            0.002278
                  41,            0.028726,            0.027347,           0.0056585,             0.75024,              0.5672,             0.62442,             0.41919,            0.028536,            0.025782,           0.0070393,             0.00208,             0.00208,             0.00208
                  42,            0.028508,            0.027149,           0.0053726,              0.6961,             0.57917,             0.62367,             0.41497,            0.028337,            0.025871,           0.0068359,            0.001882,            0.001882,            0.001882
                  43,            0.028392,            0.026871,           0.0055043,             0.76015,             0.53288,             0.62235,             0.41424,            0.028377,            0.025787,           0.0069773,            0.001684,            0.001684,            0.001684
                  44,            0.028182,            0.027321,           0.0052333,             0.75627,             0.55404,             0.62756,             0.41641,            0.028257,            0.025696,           0.0069513,            0.001486,            0.001486,            0.001486
                  45,            0.028284,            0.026902,           0.0055341,             0.74229,             0.54941,             0.62742,             0.42086,            0.028288,            0.025764,           0.0069655,            0.001288,            0.001288,            0.001288
                  46,            0.027843,            0.026574,           0.0051413,             0.76236,             0.52437,              0.6205,             0.41135,             0.02825,            0.025769,           0.0069272,             0.00109,             0.00109,             0.00109
                  47,            0.027922,            0.026664,           0.0053304,             0.72422,             0.56408,             0.63053,             0.42231,            0.028159,            0.025745,           0.0068655,            0.000892,            0.000892,            0.000892
                  48,            0.027912,             0.02673,            0.005192,             0.73315,             0.57029,             0.62824,             0.41849,            0.028101,            0.025688,              0.0069,            0.000694,            0.000694,            0.000694
                  49,            0.027829,            0.026378,           0.0051596,             0.75804,             0.55057,             0.62627,             0.41776,            0.028031,            0.025645,           0.0068985,            0.000496,            0.000496,            0.000496
