               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.037219,            0.032796,             0.01006,             0.66444,             0.42695,             0.46668,             0.29116,            0.032779,            0.028329,            0.008918,            0.007822,            0.007822,            0.007822
                  13,             0.03684,            0.032178,           0.0097417,             0.79607,              0.4063,             0.48192,             0.29727,            0.032541,            0.028085,           0.0088631,            0.007624,            0.007624,            0.007624
                  14,            0.036085,            0.032221,           0.0092464,             0.67965,             0.44216,             0.48822,             0.30463,            0.032244,            0.028031,              0.0089,            0.007426,            0.007426,            0.007426
                  15,            0.035766,             0.03188,           0.0090574,             0.65529,              0.4444,             0.48845,             0.30009,            0.031904,            0.027785,           0.0086996,            0.007228,            0.007228,            0.007228
                  16,            0.034633,            0.031904,           0.0088525,             0.70435,             0.45949,              0.5019,             0.31357,            0.031629,            0.027346,           0.0084295,             0.00703,             0.00703,             0.00703
                  17,            0.034804,            0.031317,           0.0088645,             0.70981,             0.44782,             0.49102,             0.30669,            0.031471,            0.027476,             0.00848,            0.006832,            0.006832,            0.006832
                  18,            0.034528,            0.031084,           0.0086017,             0.69349,             0.46508,             0.50586,             0.31417,            0.031209,            0.027194,           0.0082137,            0.006634,            0.006634,            0.006634
                  19,            0.034366,            0.031394,           0.0086496,             0.73952,             0.45415,             0.51308,             0.31902,            0.031054,            0.026972,           0.0077604,            0.006436,            0.006436,            0.006436
                  20,            0.033779,            0.030786,             0.00843,             0.55695,             0.46176,             0.50705,              0.3181,            0.030965,            0.026958,           0.0080682,            0.006238,            0.006238,            0.006238
                  21,            0.033264,            0.030461,           0.0080223,             0.74343,             0.44844,             0.51106,             0.32428,            0.030565,            0.026817,           0.0078776,             0.00604,             0.00604,             0.00604
                  22,            0.033019,            0.030605,           0.0077507,             0.72103,             0.46395,             0.51358,             0.32449,            0.030759,            0.026953,           0.0081693,            0.005842,            0.005842,            0.005842
                  23,            0.032918,            0.030251,            0.007995,             0.59931,             0.46925,             0.52328,             0.33479,            0.030267,            0.026555,           0.0077645,            0.005644,            0.005644,            0.005644
                  24,            0.032637,            0.030065,           0.0076021,             0.55483,             0.48137,             0.52512,             0.33551,            0.030124,            0.026581,           0.0081735,            0.005446,            0.005446,            0.005446
                  25,            0.032113,            0.029733,           0.0074142,             0.64254,             0.47028,              0.5296,             0.34334,            0.030072,            0.026424,           0.0077686,            0.005248,            0.005248,            0.005248
                  26,            0.031858,            0.029361,           0.0074249,             0.63967,             0.49345,              0.5359,             0.34242,            0.029898,            0.026384,           0.0078651,             0.00505,             0.00505,             0.00505
                  27,            0.031904,            0.029902,           0.0074416,             0.62874,             0.47442,             0.53226,             0.34203,            0.029759,            0.026473,            0.007856,            0.004852,            0.004852,            0.004852
                  28,            0.031325,            0.029043,           0.0072902,             0.57156,              0.5109,             0.54116,             0.34761,            0.029642,            0.026371,           0.0075063,            0.004654,            0.004654,            0.004654
                  29,            0.031478,            0.029386,            0.007082,             0.57327,             0.53777,             0.54942,              0.3553,             0.02953,            0.026343,           0.0075662,            0.004456,            0.004456,            0.004456
                  30,            0.030783,            0.029188,           0.0070011,             0.62121,             0.54454,             0.55945,             0.36084,            0.029548,            0.026173,           0.0075286,            0.004258,            0.004258,            0.004258
                  31,            0.030639,            0.028943,            0.006732,             0.65258,             0.49727,             0.54975,             0.35928,            0.029398,            0.026196,           0.0075061,             0.00406,             0.00406,             0.00406
                  32,            0.030436,             0.02901,           0.0066687,             0.69097,             0.50018,             0.57293,             0.37245,            0.029242,            0.026147,           0.0073375,            0.003862,            0.003862,            0.003862
                  33,            0.030261,            0.028588,           0.0065787,             0.65929,             0.53672,             0.56463,              0.3709,            0.029131,            0.026114,           0.0075147,            0.003664,            0.003664,            0.003664
                  34,            0.029954,            0.028508,            0.006671,             0.65659,             0.51685,              0.5609,             0.36664,             0.02921,            0.026051,           0.0075709,            0.003466,            0.003466,            0.003466
                  35,            0.029971,            0.028483,           0.0066804,             0.70691,             0.50605,             0.57036,              0.3719,            0.029034,            0.026181,           0.0072994,            0.003268,            0.003268,            0.003268
                  36,            0.029991,            0.028541,           0.0064744,             0.63982,             0.52752,             0.56423,             0.37241,            0.028984,            0.026018,           0.0073666,             0.00307,             0.00307,             0.00307
                  37,             0.02952,            0.028051,            0.006258,             0.73641,             0.50147,             0.57755,             0.38393,            0.028868,            0.025942,           0.0072251,            0.002872,            0.002872,            0.002872
                  38,            0.029197,            0.027638,           0.0061057,             0.70138,             0.50112,               0.566,             0.37779,            0.028842,            0.026007,           0.0073368,            0.002674,            0.002674,            0.002674
                  39,             0.02912,            0.027935,           0.0062537,             0.66915,             0.50978,             0.56091,             0.37047,            0.028742,            0.025919,           0.0074309,            0.002476,            0.002476,            0.002476
                  40,            0.029104,            0.027928,            0.005968,             0.70299,             0.51068,             0.57366,              0.3766,            0.028535,            0.025753,           0.0074129,            0.002278,            0.002278,            0.002278
                  41,            0.028824,            0.027436,           0.0058894,             0.68696,             0.51898,             0.57633,             0.38355,            0.028645,            0.025828,           0.0071686,             0.00208,             0.00208,             0.00208
                  42,            0.028614,            0.027209,           0.0056766,             0.71605,             0.51567,             0.58606,             0.39159,            0.028553,            0.025851,           0.0071787,            0.001882,            0.001882,            0.001882
                  43,            0.028503,            0.027019,           0.0057496,             0.69852,             0.53253,             0.58206,             0.38981,            0.028461,            0.025743,           0.0071498,            0.001684,            0.001684,            0.001684
                  44,            0.028326,            0.027468,           0.0055328,             0.70067,             0.51239,             0.58002,             0.38485,             0.02839,            0.025717,           0.0071038,            0.001486,            0.001486,            0.001486
                  45,            0.028357,            0.026993,           0.0058621,             0.67302,             0.53987,             0.58407,             0.38965,            0.028367,            0.025685,           0.0071639,            0.001288,            0.001288,            0.001288
                  46,            0.027986,            0.026718,           0.0054412,             0.72941,             0.51139,             0.58184,              0.3861,            0.028327,            0.025635,           0.0070815,             0.00109,             0.00109,             0.00109
                  47,            0.028057,            0.026758,           0.0055659,             0.69153,             0.52742,             0.58515,             0.38949,            0.028208,            0.025672,           0.0070819,            0.000892,            0.000892,            0.000892
                  48,            0.028052,            0.026827,            0.005437,             0.65627,             0.53283,             0.58931,             0.39062,            0.028153,             0.02558,           0.0070977,            0.000694,            0.000694,            0.000694
                  49,            0.027946,            0.026512,           0.0053922,             0.71275,             0.53342,             0.58989,             0.39353,              0.0281,              0.0255,           0.0070698,            0.000496,            0.000496,            0.000496
